Student ID,First Name,Last Name,Birth Date,School,Program,GPA
786261,Haneen,Abdullah,2002-10-02,School of Science,Nano,3.7
777972,Ziad,Hani,2002-10-21,School of Science,Nano,2.95
850907,Mohamed,Abdulrahman,1999-05-05,School of Science,Physics,3.93
145542,Mahmoud,Moahmed,2000-10-01,School of Computer Science,SWD,3.15
532109,Abdulrahman,Abdulaziz,2000-12-14,School of Engineering,Aero Space,2.63
710872,Abdulrahman,Abdulrahman,2004-07-24,School of Engineering,CIE,2.56
449092,Youssef,Khaled,2001-10-30,School of Science,Nano,2.97
841793,Aya,Samir,2000-12-01,School of Computer Science,SWD,2.64
313057,Rahma,Taha,2001-06-07,School of Business,Management,3.06
567172,Nada,Tarek,2003-07-26,School of Science,Nano,3.19
761342,Haneen,Ahmed,1999-12-08,School of Engineering,Renewable,2.69
791743,Mariam,Abdelsalam,2005-11-03,School of Science,Nano,3.71
116642,Haneen,Abdulrahman,2005-05-28,School of Science,Bio Medical,2.89
497458,Salma,Shaaban,2004-09-04,School of Computer Science,IT,3.71
441049,Abdullah,Youssef,2000-12-02,School of Business,Finance,3.41
911956,Haneen,Abdelrahim,2000-03-22,School of Computer Science,DSAI,3.52
218510,Yasser,Abdelsalam,2004-03-03,School of Business,Finance,3.73
268913,Yahia,Moahmed,1999-04-09,School of Computer Science,IT,3.49
750039,Sara,Ramadan,1999-08-23,School of Business,Management,2.75
544466,Nada,Abdullah,2005-07-23,School of Computer Science,IT,3.5
873631,Mahmoud,Mahmoud,2004-07-31,School of Engineering,Aero Space,3.07
404589,Layla,Hatem,2001-05-26,School of Business,Finance,2.98
214775,Salma,Abdelsalam,2005-10-04,School of Engineering,Aero Space,3.66
983963,Nour,Ramadan,1999-07-31,School of Science,Nano,3.92
283786,Salma,Khaled,2004-10-20,School of Business,Finance,3.95
831300,Ziad,Samir,1999-09-24,School of Computer Science,SWD,2.64
651880,Ahmed,Abdelsalam,2003-11-05,School of Engineering,Aero Space,3.93
998239,Sara,Abdelrahim,2001-11-02,School of Business,Marketing,3.1
482997,Ali,Taha,2003-12-22,School of Business,Management,3.44
488217,Yasser,Ali,2001-01-14,School of Computer Science,IT,2.69
897579,Omar,Taha,2005-04-15,School of Business,Finance,2.79
557181,Omar,Mahmoud,2002-10-14,School of Computer Science,DSAI,3.32
771698,Mohamed,Walid,2005-04-11,School of Computer Science,IT,3.54
411291,Mark,Yasser,2002-05-12,School of Engineering,Renewable,3.57
676276,Yasser,Taha,2004-01-05,School of Science,Physics,3.34
156185,Mark,Karim,2003-01-08,School of Business,Finance,3.4
972303,Mazen,Hani,2004-11-30,School of Science,Bio Medical,3.89
328735,Salma,Moahmed,2003-08-12,School of Business,Finance,2.77
314455,Sara,Moahmed,2004-04-06,School of Science,Nano,3.44
859624,Abdullah,Hatem,2004-09-25,School of Science,Physics,2.53
569303,Mazen,Ali,2002-02-18,School of Science,Physics,3.24
593176,Haneen,Ramadan,2003-06-03,School of Computer Science,IT,3.14
121563,Yahia,Samir,2005-10-24,School of Business,Marketing,3.33
335529,Khaled,Taha,2005-07-20,School of Engineering,Aero Space,3.48
493742,Mahmoud,Ali,2005-12-02,School of Business,Management,3.34
657407,Sara,Abdelrahim,2003-05-08,School of Science,Nano,3.55
856089,Haneen,Yahia,2004-01-18,School of Engineering,Renewable,2.6
217096,Mohamed,Walid,2005-12-24,School of Business,Management,2.96
132542,Amr,Abdullah,2004-07-12,School of Business,Finance,3.72
145900,Hana,Yahia,1999-10-09,School of Science,Physics,3.13
231233,Rahma,Walid,2002-08-12,School of Business,Management,3.49
938485,Mazen,Taha,2004-08-14,School of Computer Science,DSAI,3.92
223363,Fatma,Abdullah,2001-08-23,School of Science,Nano,3.86
498892,Ali,Tarek,2002-01-19,School of Computer Science,IT,2.52
789855,Yahia,Ahmed,2005-06-21,School of Business,Management,2.68
738528,Yahia,Shaaban,2005-04-21,School of Business,Management,3.74
799521,Hassan,Moahmed,2004-07-02,School of Engineering,CIE,2.97
852029,Nada,Hani,2002-07-04,School of Science,Nano,3.85
941483,Nouran,Hani,2000-05-03,School of Engineering,Aero Space,2.63
424485,Layla,Abdelrahim,2003-08-05,School of Science,Bio Medical,3.68
263699,Seif,Abdulaziz,2001-07-01,School of Engineering,Renewable,3.87
898526,Yasser,Ahmed,1999-01-13,School of Engineering,CIE,3.4
179200,Abdulrahman,Tarek,2004-08-03,School of Business,Marketing,3.6
663720,Yasser,Hani,2004-06-08,School of Computer Science,SWD,3.82
322284,Yahia,Tarek,1999-04-30,School of Engineering,Nano Tech,3.96
191245,Mariam,Walid,2002-09-24,School of Engineering,Aero Space,2.74
469420,Ziad,Moataz,2003-08-30,School of Business,Management,2.72
849617,Yasser,Hani,2001-11-07,School of Engineering,CIE,2.94
533564,Aya,Taha,2001-03-24,School of Business,Management,2.83
583351,Mahmoud,Abdulrahman,2004-03-02,School of Business,Management,3.75
694476,Mahmoud,Mostafa,2005-06-29,School of Science,Nano,2.86
667494,Yasser,Ramadan,2002-12-03,School of Science,Bio Medical,3.59
925364,Hussein,Samir,1999-06-05,School of Computer Science,IT,2.5
644592,Rony,Khaled,2003-07-29,School of Business,Finance,3.68
226280,Ali,Abdulrahman,2001-02-17,School of Engineering,Nano Tech,3.78
172953,Hana,Hani,2003-07-02,School of Science,Nano,2.56
500337,Layla,Yasser,2000-06-21,School of Science,Physics,3.03
701368,Mazen,Walid,2000-06-13,School of Computer Science,DSAI,2.59
446466,Ali,Yahia,2002-09-21,School of Computer Science,SWD,3.15
135063,Yahia,Abdelsalam,2000-07-09,School of Engineering,Aero Space,3.84
293159,Aya,Mahmoud,2000-03-09,School of Business,Marketing,2.77
778645,Rahma,Karim,2004-12-19,School of Computer Science,DSAI,3.05
997268,Hana,Yahia,2002-02-24,School of Computer Science,DSAI,3.97
291190,Youssef,Moahmed,1999-02-11,School of Business,Marketing,2.53
296192,Abdullah,Abdullah,2001-06-05,School of Business,Marketing,3.35
116505,Abdulrahman,Mostafa,2001-01-03,School of Science,Physics,3.62
540979,Rony,Yahia,2000-02-05,School of Science,Nano,3.83
687239,Abdulrahman,Walid,2001-08-05,School of Business,Management,3.94
307545,Karim,Youssef,2001-08-26,School of Business,Finance,2.75
222587,Nour,Youssef,1999-10-04,School of Business,Management,3.5
297666,Rahma,Khaled,2004-08-23,School of Business,Management,3.73
480867,Hana,Karim,1999-12-26,School of Business,Finance,3.78
856579,Salma,Samir,2000-02-19,School of Computer Science,DSAI,3.5
995797,Khaled,Ali,2000-05-02,School of Science,Physics,2.85
193686,Ziad,Mostafa,2001-05-16,School of Science,Bio Medical,2.8
773167,Yahia,Mostafa,2004-01-22,School of Business,Finance,2.7
713151,Rahma,Moahmed,2003-04-18,School of Computer Science,SWD,3.23
459541,Hassan,Moataz,2001-05-30,School of Engineering,Aero Space,3.69
765633,Rony,Abdelrahim,2003-07-28,School of Science,Bio Medical,3.67
815360,Abdulaziz,Abdulaziz,2001-01-31,School of Science,Bio Medical,3.1
509635,Mahmoud,Abdullah,2003-11-05,School of Engineering,CIE,2.84
123451,Youssef,Moataz,2001-09-20,School of Engineering,Nano Tech,2.6
302263,Yahia,Abdulaziz,2002-04-09,School of Engineering,Aero Space,3.0
601426,Seif,Taha,2002-02-27,School of Business,Finance,2.93
211370,Mahmoud,Taha,2002-08-24,School of Science,Physics,3.96
174078,Hussein,Abdulrahman,2005-09-09,School of Science,Nano,3.28
359212,Sara,Abdullah,1999-04-23,School of Business,Finance,2.71
955719,Mahmoud,Ramadan,1999-03-13,School of Computer Science,IT,3.22
505389,Omar,Abdelrahim,2005-09-02,School of Science,Bio Medical,2.87
609331,Youssef,Mahmoud,2005-01-21,School of Science,Nano,2.64
262760,Aya,Yahia,2001-07-25,School of Science,Bio Medical,3.32
295008,Khaled,Yasser,2004-07-07,School of Business,Management,3.41
832095,Khaled,Yahia,2000-04-25,School of Science,Physics,3.11
886561,Khaled,Abdelsalam,2002-10-19,School of Science,Nano,2.52
376817,Ali,Karim,2003-12-29,School of Engineering,Renewable,3.83
988923,Abdulrahman,Taha,2004-08-25,School of Science,Nano,2.62
314893,Khaled,Abdulrahman,2005-03-31,School of Business,Management,3.86
822121,Layla,Abdelsalam,2001-10-31,School of Business,Management,3.55
212602,Ali,Abdulrahman,2001-05-17,School of Business,Management,3.18
417022,Ahmed,Samir,2005-07-10,School of Business,Finance,3.49
342912,Mazen,Yahia,2000-09-17,School of Computer Science,SWD,3.24
315010,Youssef,Ramadan,1999-11-19,School of Science,Physics,3.07
229135,Omar,Abdelrahim,2001-10-15,School of Computer Science,IT,2.58
512036,Abdullah,Yahia,2001-07-14,School of Engineering,Nano Tech,3.61
328082,Abdulaziz,Abdelsalam,2001-07-05,School of Engineering,Renewable,3.48
446761,Karim,Mostafa,1999-02-03,School of Computer Science,SWD,3.87
440437,Mohamed,Abdulaziz,2005-06-06,School of Science,Bio Medical,3.71
627832,Mazen,Moahmed,2004-02-26,School of Computer Science,SWD,2.72
888461,Ziad,Shaaban,2002-01-29,School of Engineering,Nano Tech,2.77
856404,Abdullah,Khaled,1999-01-23,School of Engineering,Renewable,3.64
964082,Youssef,Hendy,2000-12-26,School of Science,Nano,3.49
897068,Mahmoud,Yasser,2000-04-09,School of Business,Finance,2.83
790864,Hassan,Yahia,2002-08-23,School of Engineering,Aero Space,3.22
650163,Lina,Abdulrahman,2001-12-04,School of Business,Finance,3.16
344600,Mahmoud,Hatem,1999-07-22,School of Science,Physics,3.72
823231,Rony,Abdulaziz,2004-04-05,School of Science,Bio Medical,3.45
178672,Amr,Youssef,2004-11-04,School of Science,Physics,2.72
652601,Nada,Hani,2001-07-19,School of Business,Marketing,2.88
912864,Omar,Abdelrahim,2000-07-03,School of Engineering,Renewable,3.11
833029,Mariam,Yahia,2002-04-15,School of Science,Nano,2.58
752585,Youssef,Moahmed,1999-09-11,School of Business,Marketing,3.11
724244,Mazen,Karim,2002-07-05,School of Science,Nano,3.31
751322,Mohamed,Hani,2001-11-11,School of Science,Physics,3.89
793157,Nouran,Ahmed,1999-11-15,School of Engineering,Renewable,3.33
311223,Mahmoud,Hatem,1999-09-15,School of Science,Physics,2.63
438322,Nada,Ali,2000-01-26,School of Science,Bio Medical,3.04
194365,Mariam,Abdulrahman,2004-06-09,School of Computer Science,IT,3.19
647058,Ziad,Abdulaziz,2004-09-27,School of Computer Science,SWD,2.94
591510,Fatma,Walid,2005-10-25,School of Science,Bio Medical,2.65
429288,Salma,Yasser,2005-10-06,School of Computer Science,IT,2.58
324317,Abdulrahman,Abdelsalam,2002-02-20,School of Engineering,Nano Tech,3.52
646516,Aya,Samir,2002-10-22,School of Business,Management,2.66
139405,Amr,Abdullah,2001-04-24,School of Engineering,Renewable,2.53
876670,Mohamed,Hendy,2002-07-26,School of Computer Science,IT,3.25
514667,Mariam,Samir,2002-11-14,School of Computer Science,IT,2.62
465443,Haneen,Abdelsalam,2005-12-13,School of Science,Nano,3.08
714283,Rony,Tarek,2004-08-31,School of Computer Science,DSAI,3.04
565396,Khaled,Yahia,2003-05-11,School of Science,Physics,2.88
429772,Haneen,Abdelsalam,2003-01-21,School of Computer Science,IT,3.65
456196,Nour,Yasser,2003-04-17,School of Business,Finance,3.48
148776,Yahia,Mahmoud,2004-12-26,School of Business,Marketing,3.13
776695,Nouran,Yahia,2003-08-25,School of Computer Science,IT,3.46
768882,Mariam,Ramadan,2000-01-11,School of Business,Marketing,2.77
379574,Aya,Yasser,2001-09-28,School of Science,Physics,3.99
443780,Sara,Abdulrahman,2002-02-05,School of Computer Science,SWD,3.13
992875,Karim,Taha,2000-03-01,School of Engineering,Aero Space,3.73
467703,Hana,Ali,2000-10-03,School of Engineering,Nano Tech,3.98
938428,Mahmoud,Ramadan,2004-11-10,School of Computer Science,SWD,3.66
313490,Yahia,Taha,2000-01-08,School of Business,Finance,3.32
293701,Hussein,Ramadan,2004-09-27,School of Business,Management,2.69
452428,Abdulaziz,Yahia,2003-08-02,School of Science,Nano,2.9
248936,Ziad,Shaaban,2001-12-01,School of Engineering,Nano Tech,3.07
223433,Hassan,Hendy,2005-11-17,School of Science,Nano,2.81
650693,Mazen,Ramadan,2005-08-03,School of Science,Bio Medical,3.89
727614,Yahia,Shaaban,2004-03-11,School of Science,Bio Medical,2.56
358335,Hana,Yasser,2002-12-18,School of Engineering,Nano Tech,3.56
644373,Fatma,Abdulrahman,2005-05-15,School of Engineering,CIE,3.46
338779,Rony,Youssef,2002-06-16,School of Science,Nano,2.94
159506,Hana,Yahia,1999-01-07,School of Science,Nano,2.57
869804,Ali,Walid,2000-08-17,School of Computer Science,DSAI,3.81
713967,Rahma,Ahmed,2001-08-22,School of Computer Science,SWD,2.61
197434,Mark,Abdulrahman,2001-09-02,School of Science,Nano,2.77
594430,Haneen,Shaaban,1999-05-21,School of Business,Finance,3.55
260606,Youssef,Karim,2005-06-28,School of Business,Finance,3.44
199991,Fatma,Ahmed,2001-07-20,School of Computer Science,DSAI,3.4
624273,Mohamed,Mahmoud,1999-01-19,School of Science,Nano,3.0
219756,Ziad,Hatem,2004-09-26,School of Computer Science,IT,2.79
138415,Rahma,Walid,1999-07-01,School of Business,Management,2.68
995056,Amr,Moataz,2003-04-05,School of Engineering,Aero Space,2.57
408669,Ziad,Yasser,1999-06-12,School of Computer Science,DSAI,3.41
852047,Yasser,Taha,1999-03-24,School of Business,Finance,2.98
767133,Hana,Samir,2002-06-03,School of Science,Nano,2.9
449118,Omar,Abdelsalam,2003-08-10,School of Engineering,Nano Tech,3.96
126566,Ahmed,Karim,2001-10-21,School of Computer Science,DSAI,2.73
602522,Salma,Moataz,2005-11-24,School of Science,Physics,3.36
637806,Salma,Youssef,2004-12-05,School of Science,Nano,2.61
749804,Abdullah,Abdulrahman,2001-10-12,School of Engineering,Aero Space,3.11
447605,Nada,Taha,2002-10-06,School of Science,Bio Medical,2.97
845998,Youssef,Hatem,2003-09-30,School of Computer Science,IT,3.44
154738,Salma,Moataz,1999-10-31,School of Computer Science,DSAI,2.55
617313,Hana,Samir,2002-02-18,School of Science,Bio Medical,2.76
194147,Hussein,Ali,2001-04-01,School of Science,Physics,3.73
422551,Haneen,Tarek,2004-10-29,School of Engineering,Renewable,3.53
282924,Mahmoud,Yasser,2005-07-26,School of Engineering,Renewable,2.57
416158,Ziad,Moahmed,2005-10-21,School of Engineering,CIE,2.93
757952,Seif,Walid,1999-12-24,School of Engineering,Nano Tech,3.37
927740,Mariam,Abdulaziz,2005-11-26,School of Computer Science,SWD,3.25
167723,Karim,Abdulaziz,2000-08-08,School of Business,Management,3.65
123483,Ziad,Abdullah,2004-08-14,School of Engineering,CIE,2.94
690733,Karim,Mahmoud,2000-11-14,School of Business,Management,3.92
706390,Nada,Karim,2003-07-03,School of Business,Finance,3.06
314722,Haneen,Samir,2001-07-11,School of Business,Finance,2.52
994919,Karim,Mahmoud,2004-08-22,School of Computer Science,DSAI,3.2
181791,Fatma,Yasser,2003-03-31,School of Business,Marketing,3.46
413639,Hassan,Hani,2000-12-27,School of Science,Physics,2.7
726276,Youssef,Tarek,2002-01-15,School of Engineering,Aero Space,3.9
788999,Karim,Tarek,1999-09-25,School of Engineering,Nano Tech,3.97
164668,Sara,Ramadan,2002-01-09,School of Computer Science,IT,3.97
777396,Layla,Taha,2002-02-21,School of Engineering,Aero Space,2.9
187476,Abdulaziz,Tarek,2005-12-04,School of Engineering,Aero Space,2.88
906803,Mark,Moahmed,2001-01-03,School of Business,Marketing,3.99
986047,Rahma,Yasser,2004-01-11,School of Computer Science,IT,2.93
147996,Sara,Samir,2005-10-08,School of Engineering,Nano Tech,2.53
527458,Abdulaziz,Hatem,2005-10-02,School of Computer Science,IT,3.07
473674,Karim,Walid,1999-05-23,School of Business,Management,2.6
692757,Mark,Moahmed,2005-03-05,School of Computer Science,IT,3.76
619606,Nada,Ramadan,2005-04-22,School of Business,Marketing,2.86
702460,Mohamed,Abdulaziz,2002-06-18,School of Business,Management,3.41
661570,Ziad,Mostafa,2001-03-27,School of Science,Physics,3.8
132805,Layla,Youssef,2004-08-08,School of Computer Science,DSAI,3.28
278598,Khaled,Hatem,2003-12-02,School of Business,Marketing,3.8
475877,Khaled,Samir,2002-04-30,School of Engineering,Renewable,3.91
896319,Ahmed,Youssef,2003-12-28,School of Science,Physics,3.48
842193,Abdullah,Samir,2002-05-15,School of Science,Bio Medical,3.42
414026,Ali,Moataz,2003-02-19,School of Business,Management,3.48
861412,Youssef,Karim,2004-03-11,School of Business,Marketing,2.94
751439,Sara,Yasser,2003-11-30,School of Engineering,Nano Tech,3.52
356876,Nour,Walid,2003-10-29,School of Science,Physics,3.52
154131,Mahmoud,Ramadan,1999-03-29,School of Computer Science,IT,2.58
367054,Mark,Shaaban,2000-02-28,School of Computer Science,IT,2.62
125887,Hana,Taha,2002-06-28,School of Computer Science,IT,2.75
972082,Seif,Tarek,2003-09-09,School of Engineering,CIE,3.47
643863,Mahmoud,Yahia,2005-04-27,School of Engineering,Renewable,2.5
531629,Mariam,Walid,2004-12-17,School of Business,Finance,3.76
991447,Abdulrahman,Abdelsalam,2002-02-16,School of Computer Science,DSAI,3.29
572348,Mark,Abdelrahim,2004-11-07,School of Science,Bio Medical,3.4
809512,Salma,Ramadan,2004-10-08,School of Computer Science,IT,3.51
837644,Karim,Ahmed,2001-06-16,School of Computer Science,IT,3.08
235618,Lina,Ramadan,2002-07-23,School of Science,Nano,2.63
849891,Rahma,Mahmoud,2002-01-09,School of Engineering,Nano Tech,2.67
108075,Salma,Ahmed,2002-09-09,School of Business,Marketing,2.62
324806,Rony,Abdelrahim,2001-08-02,School of Computer Science,SWD,3.47
575120,Mark,Moahmed,1999-12-18,School of Science,Bio Medical,3.24
727671,Khaled,Abdulrahman,2003-08-31,School of Engineering,Aero Space,3.17
191727,Mariam,Moahmed,2002-08-19,School of Engineering,Aero Space,3.27
612460,Seif,Abdelsalam,2000-12-17,School of Computer Science,SWD,3.31
137893,Hassan,Karim,2003-12-15,School of Engineering,Renewable,2.81
558783,Ali,Khaled,1999-10-27,School of Engineering,Aero Space,2.85
251268,Rony,Walid,2000-12-28,School of Business,Management,3.78
726154,Nouran,Moahmed,1999-07-20,School of Computer Science,DSAI,3.95
629075,Hassan,Abdelrahim,2001-08-01,School of Science,Bio Medical,3.55
803535,Ziad,Hatem,2000-07-16,School of Science,Bio Medical,3.71
229080,Salma,Ahmed,1999-02-01,School of Business,Management,2.97
538818,Aya,Walid,2000-10-26,School of Science,Nano,3.36
751805,Abdulaziz,Yasser,2003-08-26,School of Engineering,Nano Tech,3.92
745152,Mazen,Abdulrahman,2002-11-28,School of Science,Nano,2.59
294606,Sara,Abdulaziz,2003-11-09,School of Science,Nano,3.67
803502,Abdullah,Shaaban,2001-08-22,School of Engineering,Aero Space,2.5
562074,Yahia,Shaaban,2001-09-29,School of Engineering,Renewable,3.23
558265,Mariam,Abdulrahman,2002-01-23,School of Engineering,CIE,3.08
412195,Hassan,Youssef,2004-01-27,School of Engineering,Renewable,3.83
146061,Aya,Yahia,2000-06-04,School of Computer Science,IT,3.95
837479,Ziad,Samir,2004-12-21,School of Science,Nano,3.72
552007,Nada,Ali,2005-04-30,School of Engineering,Renewable,3.82
576157,Hassan,Mostafa,2002-06-18,School of Business,Finance,3.27
505740,Hassan,Walid,2005-02-07,School of Computer Science,DSAI,3.5
952298,Omar,Ali,2003-10-08,School of Science,Bio Medical,2.61
910200,Abdullah,Abdulrahman,2000-08-09,School of Science,Bio Medical,3.79
881070,Hussein,Abdulaziz,2004-07-11,School of Science,Physics,3.0
292341,Abdulrahman,Abdelsalam,2004-07-25,School of Science,Physics,3.05
287485,Karim,Abdulrahman,2004-02-29,School of Computer Science,DSAI,2.59
519633,Seif,Ali,2000-12-29,School of Engineering,CIE,2.73
970217,Rahma,Hani,2003-10-29,School of Science,Bio Medical,3.24
885874,Hassan,Walid,2003-10-25,School of Engineering,Nano Tech,2.77
716757,Mahmoud,Tarek,1999-01-13,School of Computer Science,SWD,2.61
127706,Nada,Mahmoud,2000-11-13,School of Business,Finance,3.35
816721,Haneen,Taha,1999-08-30,School of Engineering,Nano Tech,2.95
407725,Abdulrahman,Abdelsalam,2003-02-04,School of Business,Management,3.75
201519,Ali,Khaled,1999-02-07,School of Business,Finance,3.75
967418,Rony,Moahmed,2001-02-14,School of Engineering,Renewable,2.88
820661,Karim,Mahmoud,1999-04-25,School of Science,Bio Medical,2.64
363150,Rony,Ramadan,2001-11-26,School of Science,Nano,2.96
753910,Ahmed,Hatem,2002-05-23,School of Computer Science,SWD,3.83
463918,Hassan,Ahmed,2002-01-15,School of Computer Science,IT,2.7
186552,Nada,Khaled,2002-11-21,School of Computer Science,DSAI,3.99
586348,Karim,Moataz,1999-05-10,School of Science,Bio Medical,3.92
157410,Fatma,Walid,2000-08-16,School of Computer Science,DSAI,3.22
204185,Omar,Ramadan,2005-05-17,School of Business,Marketing,2.75
787687,Mark,Walid,2005-11-29,School of Business,Marketing,3.69
251595,Youssef,Shaaban,2001-12-15,School of Business,Marketing,2.89
630352,Aya,Mostafa,2001-04-22,School of Science,Nano,3.09
927879,Nada,Yasser,2005-09-13,School of Computer Science,SWD,3.85
931146,Mariam,Moahmed,2001-11-21,School of Engineering,Aero Space,2.59
979930,Haneen,Abdulaziz,1999-08-29,School of Science,Nano,3.47
106859,Omar,Tarek,2003-01-21,School of Computer Science,SWD,3.55
518902,Youssef,Yasser,2005-01-25,School of Computer Science,SWD,3.85
529294,Nouran,Taha,1999-12-02,School of Computer Science,DSAI,2.96
781810,Hana,Karim,2002-12-29,School of Computer Science,SWD,3.52
749610,Karim,Khaled,2003-02-26,School of Engineering,Nano Tech,3.68
870839,Salma,Hendy,2004-04-16,School of Engineering,Nano Tech,2.78
320739,Rony,Mahmoud,2000-11-25,School of Business,Management,3.17
648229,Nouran,Mahmoud,2002-12-24,School of Engineering,Renewable,3.97
976869,Nouran,Abdullah,2005-12-07,School of Engineering,CIE,2.77
351133,Nour,Yasser,1999-09-26,School of Business,Marketing,2.94
973684,Nouran,Hendy,2002-01-12,School of Engineering,Nano Tech,3.42
414981,Ahmed,Ahmed,2002-02-14,School of Engineering,Nano Tech,3.06
720726,Yahia,Moataz,2005-05-15,School of Business,Finance,2.77
983076,Mazen,Youssef,2005-12-12,School of Science,Physics,3.84
149729,Sara,Youssef,2004-12-13,School of Engineering,Aero Space,3.97
