Student ID,First Name,Last Name,Birth Date,School,Program,GPA
560194,Youssef,Yahia,1999-06-18,School of Engineering,Renewable,3.99
268842,Ahmed,Youssef,2003-01-29,School of Business,Marketing,3.57
451572,Ahmed,Tarek,2005-04-11,School of Science,Physics,2.63
365445,Yasser,Mostafa,2002-04-03,School of Science,Bio Medical,3.54
660967,Mariam,Ramadan,2000-02-11,School of Engineering,CIE,3.32
440888,Salma,Karim,2005-01-11,School of Computer Science,IT,3.69
700671,Mark,Ahmed,2002-05-10,School of Business,Marketing,2.91
285688,Ahmed,Samir,2004-05-01,School of Computer Science,SWD,3.85
642420,Karim,Youssef,2003-10-29,School of Computer Science,IT,3.83
560432,Mark,Hani,2002-03-02,School of Business,Marketing,3.16
612588,Ziad,Tarek,2000-09-13,School of Engineering,CIE,2.92
149846,Abdullah,Karim,2002-04-06,School of Engineering,Renewable,3.38
968475,Nada,Walid,1999-04-15,School of Science,Physics,3.11
858454,Abdulaziz,Mostafa,2004-02-22,School of Science,Nano,3.54
521157,Hassan,Abdulaziz,2001-01-03,School of Computer Science,IT,3.2
577857,Sara,Ahmed,1999-06-21,School of Computer Science,IT,2.63
503947,Karim,Abdelsalam,2000-10-18,School of Business,Finance,3.42
492837,Yasser,Walid,2004-11-27,School of Science,Physics,3.25
698693,Hana,Abdullah,2001-07-21,School of Engineering,Nano Tech,3.68
641319,Rony,Yasser,2003-10-11,School of Engineering,Aero Space,2.91
780650,Mark,Moataz,2003-11-05,School of Computer Science,IT,3.89
374811,Abdullah,Shaaban,2004-05-01,School of Science,Nano,3.84
532599,Sara,Abdullah,2003-09-27,School of Business,Finance,3.35
190916,Abdullah,Samir,2005-05-10,School of Computer Science,DSAI,3.26
419503,Haneen,Mostafa,2005-11-02,School of Computer Science,SWD,2.74
484277,Haneen,Yasser,2000-08-21,School of Computer Science,SWD,2.88
893176,Rony,Moataz,2004-12-10,School of Business,Marketing,3.29
245278,Nouran,Abdelrahim,2003-07-29,School of Engineering,CIE,3.92
492248,Abdulaziz,Mostafa,2004-04-30,School of Science,Nano,3.78
512267,Haneen,Moahmed,2005-12-18,School of Business,Management,3.19
991985,Abdulrahman,Shaaban,1999-03-10,School of Science,Nano,3.66
125424,Mahmoud,Mostafa,2002-03-01,School of Computer Science,DSAI,3.1
253415,Abdulaziz,Hani,2000-04-05,School of Engineering,Nano Tech,2.52
271959,Ali,Ahmed,2001-02-01,School of Business,Finance,2.82
110612,Ali,Samir,1999-03-07,School of Engineering,Nano Tech,3.81
140674,Abdullah,Mahmoud,1999-10-29,School of Engineering,Aero Space,3.77
946390,Rony,Abdelrahim,2001-01-10,School of Business,Finance,3.8
120030,Khaled,Moataz,2001-06-17,School of Computer Science,SWD,3.42
417566,Mazen,Abdulrahman,2002-12-05,School of Science,Nano,3.68
877832,Rony,Ramadan,2005-07-08,School of Business,Management,3.42
841975,Nada,Taha,2005-09-27,School of Business,Finance,3.2
609367,Amr,Abdulaziz,2002-10-11,School of Computer Science,SWD,3.19
977030,Abdulaziz,Abdulrahman,2003-10-30,School of Business,Management,2.51
839138,Hana,Abdulaziz,2002-10-14,School of Engineering,Nano Tech,2.8
830253,Fatma,Ramadan,2001-09-26,School of Engineering,Aero Space,3.9
157765,Karim,Abdullah,2004-06-04,School of Science,Bio Medical,2.89
877528,Fatma,Hatem,1999-01-12,School of Computer Science,IT,3.87
683446,Hana,Khaled,2003-12-02,School of Business,Finance,2.96
680672,Rony,Shaaban,1999-04-14,School of Science,Physics,2.85
648266,Hana,Mostafa,2003-05-17,School of Engineering,CIE,3.71
665267,Mahmoud,Abdelsalam,1999-07-06,School of Engineering,Renewable,2.71
699852,Hassan,Yasser,2004-03-24,School of Business,Management,3.75
984283,Ali,Hani,1999-10-03,School of Computer Science,SWD,3.8
601309,Aya,Ahmed,2001-10-12,School of Business,Finance,4.0
639565,Rahma,Yahia,2005-02-07,School of Computer Science,SWD,3.23
622455,Mark,Abdelrahim,2001-09-30,School of Business,Management,2.56
888034,Lina,Abdelsalam,1999-05-09,School of Computer Science,IT,3.45
377150,Ahmed,Karim,2005-05-17,School of Business,Marketing,3.27
581498,Mazen,Yasser,2001-07-13,School of Science,Bio Medical,2.69
464606,Amr,Tarek,2002-09-19,School of Computer Science,IT,3.64
836375,Abdulrahman,Moataz,2002-10-23,School of Science,Physics,2.68
473680,Rahma,Abdullah,2001-04-10,School of Business,Management,3.77
292271,Mark,Taha,2004-12-13,School of Engineering,Nano Tech,2.62
259039,Mark,Abdullah,2003-09-28,School of Computer Science,DSAI,3.96
932879,Mazen,Moahmed,2000-10-17,School of Engineering,Nano Tech,2.81
493477,Sara,Abdulrahman,2004-05-02,School of Engineering,Renewable,2.75
997151,Yahia,Abdelrahim,2000-11-18,School of Engineering,Aero Space,3.01
525580,Omar,Abdelsalam,2000-07-20,School of Business,Marketing,3.84
162302,Mahmoud,Abdulrahman,2002-06-13,School of Engineering,Nano Tech,2.65
286713,Ali,Ahmed,1999-08-21,School of Engineering,Nano Tech,3.78
131799,Mahmoud,Karim,2005-03-05,School of Computer Science,SWD,3.88
689214,Yasser,Abdulaziz,2002-11-29,School of Engineering,CIE,2.58
272264,Mariam,Mostafa,2000-08-18,School of Computer Science,IT,3.67
253794,Mark,Taha,2001-09-05,School of Science,Physics,3.36
888657,Youssef,Mostafa,2003-07-25,School of Computer Science,DSAI,2.54
356301,Nour,Hani,2001-10-21,School of Computer Science,SWD,2.55
486422,Haneen,Hatem,2004-01-01,School of Science,Bio Medical,3.43
713642,Mark,Tarek,1999-03-08,School of Business,Finance,3.14
128611,Seif,Ramadan,2005-01-06,School of Engineering,Renewable,3.14
764752,Ali,Taha,1999-08-28,School of Computer Science,DSAI,3.78
334765,Omar,Abdullah,2002-12-05,School of Science,Physics,3.95
302003,Abdullah,Yahia,2001-11-08,School of Business,Marketing,3.3
430764,Lina,Hendy,2001-12-30,School of Business,Finance,2.59
841951,Mark,Tarek,2001-04-14,School of Business,Management,3.12
253999,Haneen,Hendy,2001-07-16,School of Business,Marketing,2.54
420948,Ziad,Khaled,2002-05-08,School of Computer Science,DSAI,3.81
840699,Omar,Walid,2003-07-27,School of Engineering,Nano Tech,3.87
835596,Rahma,Abdullah,2005-07-18,School of Science,Bio Medical,2.68
117009,Fatma,Yahia,2004-01-08,School of Science,Physics,3.71
984906,Fatma,Ramadan,2004-08-13,School of Engineering,Renewable,2.98
821945,Mark,Hani,1999-03-15,School of Engineering,Renewable,3.13
216080,Rahma,Moataz,2004-05-26,School of Computer Science,IT,3.13
408778,Haneen,Samir,2000-08-17,School of Business,Marketing,2.99
357908,Omar,Youssef,2003-11-16,School of Engineering,Renewable,3.68
148724,Youssef,Shaaban,2001-06-21,School of Engineering,CIE,3.79
606274,Khaled,Walid,2002-08-18,School of Computer Science,DSAI,3.64
255020,Mazen,Shaaban,2000-08-12,School of Science,Bio Medical,3.85
921738,Hassan,Moataz,2000-03-26,School of Science,Nano,3.07
766595,Mazen,Youssef,2004-09-24,School of Computer Science,IT,2.66
309272,Sara,Samir,2000-07-20,School of Computer Science,DSAI,2.67
262685,Rahma,Ahmed,2005-05-07,School of Engineering,Nano Tech,3.76
315275,Karim,Youssef,2004-07-28,School of Computer Science,SWD,2.5
834185,Hassan,Yahia,2005-01-02,School of Computer Science,DSAI,3.06
516898,Mohamed,Tarek,2003-07-23,School of Computer Science,SWD,2.5
290833,Aya,Abdulrahman,2005-03-28,School of Engineering,CIE,3.39
901964,Ahmed,Moahmed,1999-10-12,School of Computer Science,DSAI,3.75
994574,Salma,Ali,2005-11-14,School of Science,Nano,2.7
895604,Youssef,Shaaban,2004-01-04,School of Science,Nano,3.57
733143,Salma,Yasser,2003-05-11,School of Engineering,Nano Tech,3.9
198007,Amr,Tarek,2002-03-15,School of Engineering,Aero Space,3.91
772279,Mahmoud,Yasser,2001-01-14,School of Science,Nano,2.77
631152,Lina,Youssef,2004-03-27,School of Computer Science,IT,3.48
800120,Aya,Youssef,2003-02-05,School of Computer Science,IT,3.0
308259,Salma,Hendy,2000-12-23,School of Business,Management,2.95
878926,Mariam,Karim,2002-03-21,School of Science,Nano,3.18
183887,Mohamed,Moataz,1999-09-08,School of Engineering,Nano Tech,3.94
635491,Abdulaziz,Youssef,2000-01-19,School of Business,Management,3.72
846143,Abdullah,Taha,1999-06-13,School of Computer Science,IT,3.39
410037,Yasser,Youssef,1999-07-20,School of Business,Management,3.93
889755,Mahmoud,Abdulrahman,2002-08-17,School of Science,Bio Medical,2.61
987690,Youssef,Mahmoud,2000-05-13,School of Computer Science,SWD,3.42
772890,Mahmoud,Mahmoud,2002-11-05,School of Computer Science,IT,2.56
588978,Omar,Ramadan,1999-11-17,School of Business,Finance,3.85
562762,Youssef,Mahmoud,2000-01-29,School of Science,Nano,2.71
942832,Lina,Khaled,2004-11-21,School of Business,Marketing,3.53
842195,Mohamed,Ali,2001-11-25,School of Science,Physics,3.79
273392,Abdullah,Moataz,2002-04-12,School of Engineering,Nano Tech,2.88
774076,Seif,Abdulrahman,2002-12-15,School of Science,Bio Medical,3.51
411722,Rony,Abdulrahman,1999-03-09,School of Engineering,CIE,3.98
805977,Abdullah,Tarek,2002-01-24,School of Computer Science,SWD,2.94
780620,Sara,Khaled,2004-01-15,School of Business,Management,3.41
692054,Lina,Walid,2000-11-02,School of Engineering,Nano Tech,3.02
513592,Yahia,Tarek,2003-06-06,School of Engineering,Aero Space,3.41
217722,Ziad,Shaaban,2003-12-14,School of Business,Management,3.37
284895,Hassan,Abdulaziz,2004-08-11,School of Engineering,Nano Tech,2.95
344105,Ziad,Yahia,2001-07-26,School of Computer Science,IT,3.28
355828,Mohamed,Samir,2000-08-28,School of Science,Bio Medical,3.19
412436,Sara,Khaled,2005-02-15,School of Computer Science,DSAI,3.86
973617,Abdullah,Abdulaziz,2005-02-11,School of Computer Science,DSAI,3.72
975648,Salma,Moahmed,2004-01-05,School of Computer Science,IT,3.87
492014,Aya,Hendy,2005-03-16,School of Science,Bio Medical,3.31
506231,Haneen,Abdulrahman,2000-07-14,School of Engineering,Nano Tech,3.15
255834,Youssef,Yasser,2002-07-15,School of Business,Finance,3.44
956567,Abdullah,Ramadan,2001-08-11,School of Science,Nano,3.42
166675,Rahma,Mahmoud,2003-07-11,School of Engineering,CIE,2.79
585166,Mariam,Youssef,2005-02-05,School of Engineering,Renewable,2.74
256378,Mazen,Khaled,2004-08-19,School of Science,Bio Medical,2.82
946073,Ali,Moahmed,1999-03-01,School of Business,Management,2.62
911130,Hussein,Yahia,1999-09-12,School of Engineering,CIE,2.74
712932,Nouran,Yahia,2002-09-23,School of Engineering,Aero Space,3.16
327269,Hussein,Yasser,2000-08-26,School of Engineering,Renewable,3.15
707792,Mohamed,Karim,2003-08-19,School of Science,Bio Medical,3.33
379187,Ali,Abdullah,2004-02-12,School of Science,Bio Medical,3.77
698616,Yasser,Hani,2000-07-17,School of Business,Management,2.73
182399,Haneen,Karim,2002-06-25,School of Engineering,Aero Space,3.84
897606,Nour,Mahmoud,2000-07-10,School of Business,Finance,3.88
776700,Ziad,Ali,2001-04-05,School of Business,Management,3.01
927309,Yahia,Shaaban,2005-12-12,School of Engineering,Nano Tech,2.97
307632,Ali,Yahia,2003-02-20,School of Business,Management,4.0
172596,Rahma,Tarek,2000-12-01,School of Science,Physics,3.28
919944,Lina,Ramadan,2003-10-26,School of Business,Management,2.91
424261,Aya,Youssef,2004-12-10,School of Engineering,Aero Space,3.29
185471,Mariam,Mahmoud,2004-06-09,School of Business,Marketing,3.24
642967,Haneen,Abdulaziz,2002-02-13,School of Computer Science,DSAI,2.66
143768,Mahmoud,Ali,1999-07-09,School of Science,Bio Medical,3.41
286561,Hassan,Samir,2000-05-11,School of Computer Science,IT,3.28
512062,Nada,Ramadan,2003-03-29,School of Engineering,Nano Tech,2.92
664439,Nada,Abdulaziz,1999-10-16,School of Science,Physics,3.85
495529,Ali,Abdelsalam,2004-04-15,School of Engineering,Nano Tech,3.26
938501,Haneen,Hendy,2002-02-03,School of Engineering,Renewable,3.87
991013,Nour,Ali,2001-07-05,School of Computer Science,DSAI,2.98
197809,Salma,Moahmed,2005-05-20,School of Business,Finance,3.0
484657,Haneen,Abdelsalam,2004-06-07,School of Engineering,CIE,3.69
226800,Hussein,Moahmed,2004-04-28,School of Science,Physics,3.78
534889,Haneen,Samir,2004-01-28,School of Business,Marketing,3.13
610245,Abdulaziz,Abdullah,2005-02-11,School of Science,Physics,3.98
822060,Salma,Shaaban,2000-08-26,School of Science,Bio Medical,3.87
516603,Amr,Shaaban,2000-02-17,School of Computer Science,DSAI,3.22
516238,Mark,Abdulrahman,1999-11-13,School of Computer Science,SWD,2.73
217513,Nour,Moahmed,2005-08-12,School of Science,Nano,3.9
299353,Seif,Khaled,2001-08-10,School of Engineering,Aero Space,3.63
910009,Hana,Hani,2004-07-19,School of Business,Finance,2.87
422484,Abdulaziz,Ramadan,2001-09-30,School of Business,Marketing,3.17
890638,Hussein,Abdulaziz,2001-04-26,School of Engineering,CIE,3.56
379091,Sara,Hatem,2001-12-26,School of Computer Science,IT,3.73
679112,Hassan,Moahmed,2002-03-17,School of Business,Marketing,2.92
389291,Hana,Abdulaziz,1999-05-23,School of Computer Science,DSAI,3.3
503033,Yasser,Hendy,2003-05-04,School of Engineering,Aero Space,2.99
462826,Layla,Abdulaziz,2004-10-01,School of Engineering,Renewable,3.46
158662,Rahma,Mostafa,2001-09-20,School of Computer Science,SWD,3.89
754621,Rony,Abdelsalam,2004-06-02,School of Business,Finance,3.28
705261,Aya,Mostafa,2001-08-05,School of Computer Science,SWD,3.27
439194,Karim,Ramadan,2004-07-04,School of Engineering,CIE,3.61
949864,Yasser,Moataz,2005-12-26,School of Science,Nano,3.48
293872,Nouran,Walid,2003-09-08,School of Engineering,Renewable,2.61
416625,Hussein,Hendy,2001-09-05,School of Science,Bio Medical,2.63
601720,Youssef,Ramadan,1999-11-13,School of Computer Science,SWD,3.92
967589,Ziad,Moataz,2001-11-18,School of Science,Nano,3.75
631467,Mariam,Hendy,2001-12-30,School of Business,Marketing,3.1
215160,Yasser,Mostafa,2001-06-04,School of Science,Nano,3.2
323227,Mohamed,Hatem,1999-07-04,School of Science,Nano,3.35
518359,Salma,Yahia,2004-06-27,School of Computer Science,DSAI,3.69
304021,Layla,Moahmed,1999-11-19,School of Science,Bio Medical,3.65
402175,Layla,Abdelsalam,2003-01-17,School of Engineering,Aero Space,3.79
676947,Hussein,Khaled,2004-10-30,School of Business,Marketing,2.57
328617,Layla,Walid,2002-09-02,School of Science,Nano,3.07
435189,Sara,Walid,2000-08-28,School of Business,Management,3.69
201377,Mazen,Tarek,2004-12-31,School of Engineering,CIE,3.73
116594,Mark,Walid,1999-07-29,School of Computer Science,IT,3.19
539630,Nada,Abdelsalam,2002-01-03,School of Business,Finance,2.81
227148,Fatma,Ali,2001-03-01,School of Computer Science,DSAI,2.76
706077,Sara,Shaaban,2004-08-09,School of Engineering,Renewable,3.84
531570,Seif,Yahia,1999-08-01,School of Engineering,Renewable,2.72
238313,Mohamed,Ali,2001-03-15,School of Science,Physics,2.51
468662,Sara,Taha,1999-01-16,School of Science,Nano,2.61
746155,Ahmed,Hani,2001-12-26,School of Engineering,Renewable,3.74
652960,Yahia,Taha,2000-05-11,School of Business,Marketing,2.52
352041,Rahma,Hatem,2000-01-09,School of Science,Physics,2.71
207633,Karim,Hani,2003-01-21,School of Science,Nano,3.18
457241,Sara,Abdulrahman,2001-03-24,School of Computer Science,IT,3.22
879200,Abdulaziz,Taha,2005-11-21,School of Computer Science,IT,3.16
832315,Mohamed,Abdullah,2004-12-06,School of Science,Nano,3.15
731508,Nada,Abdelrahim,2002-08-29,School of Engineering,Renewable,3.97
718180,Rahma,Moataz,1999-02-03,School of Business,Management,3.36
981838,Hana,Yahia,1999-04-01,School of Engineering,CIE,3.2
202645,Mark,Abdelrahim,2001-09-07,School of Engineering,Nano Tech,3.58
998851,Haneen,Khaled,2000-12-18,School of Science,Physics,3.9
634897,Khaled,Ahmed,1999-03-09,School of Business,Finance,2.91
931168,Mahmoud,Moataz,1999-09-12,School of Business,Finance,3.13
439327,Abdullah,Abdelsalam,1999-10-09,School of Computer Science,DSAI,3.75
418810,Ali,Abdelsalam,2002-09-29,School of Science,Nano,2.9
202265,Rahma,Mahmoud,2005-09-19,School of Computer Science,IT,2.86
183236,Ali,Mahmoud,2003-05-09,School of Business,Marketing,3.36
144414,Abdullah,Karim,2001-01-11,School of Science,Bio Medical,3.42
250986,Karim,Tarek,2000-06-10,School of Business,Marketing,2.83
979627,Karim,Hani,2001-08-26,School of Science,Nano,3.02
457604,Hana,Tarek,2004-07-11,School of Computer Science,SWD,2.83
154805,Mahmoud,Moahmed,2001-03-26,School of Science,Physics,2.97
985726,Salma,Abdelrahim,2000-12-22,School of Computer Science,SWD,2.72
318511,Amr,Hatem,2005-06-08,School of Science,Nano,3.36
729506,Nouran,Taha,2002-04-01,School of Business,Marketing,3.24
593271,Hassan,Karim,2002-09-08,School of Computer Science,SWD,2.54
160944,Hussein,Abdelrahim,1999-11-15,School of Science,Nano,3.03
387795,Nada,Hendy,2004-04-11,School of Science,Physics,3.06
375591,Amr,Yahia,2005-12-11,School of Business,Marketing,3.78
884487,Abdulaziz,Taha,2003-04-06,School of Computer Science,DSAI,3.31
834614,Layla,Yahia,2001-01-30,School of Business,Management,3.08
352380,Ziad,Hani,2001-09-10,School of Computer Science,DSAI,3.63
697676,Mohamed,Khaled,2002-05-19,School of Engineering,Aero Space,3.45
916107,Layla,Taha,2003-04-19,School of Business,Marketing,3.35
864549,Abdulrahman,Shaaban,2002-06-10,School of Business,Marketing,2.78
516071,Hassan,Abdulaziz,2003-01-26,School of Business,Finance,3.31
475553,Mahmoud,Shaaban,2003-03-29,School of Computer Science,IT,3.85
833490,Khaled,Tarek,2005-04-30,School of Science,Physics,2.6
945061,Mazen,Shaaban,2004-08-27,School of Science,Physics,3.64
661911,Youssef,Yasser,2003-07-19,School of Engineering,CIE,3.74
929368,Mazen,Yahia,2005-03-25,School of Computer Science,DSAI,2.65
172721,Khaled,Mahmoud,2002-10-16,School of Business,Management,2.76
505484,Karim,Mostafa,2003-01-13,School of Business,Marketing,2.97
633404,Nada,Abdulaziz,2000-09-13,School of Engineering,CIE,3.43
580894,Sara,Abdullah,2002-02-24,School of Computer Science,DSAI,3.27
294709,Nada,Mahmoud,2002-02-11,School of Engineering,Renewable,3.83
733295,Mariam,Moataz,2006-01-02,School of Science,Bio Medical,2.98
475330,Yasser,Moahmed,2005-11-03,School of Science,Nano,2.53
379376,Ziad,Khaled,2001-09-28,School of Business,Finance,3.64
733120,Fatma,Shaaban,2002-12-26,School of Business,Marketing,2.93
495666,Lina,Ahmed,2003-07-27,School of Business,Management,2.71
144134,Hussein,Abdullah,2005-07-27,School of Business,Finance,2.79
452159,Nouran,Hani,2001-05-25,School of Business,Marketing,3.17
195652,Khaled,Abdulrahman,2005-04-20,School of Business,Marketing,3.99
697549,Youssef,Karim,2003-07-18,School of Computer Science,DSAI,2.56
519765,Fatma,Yahia,1999-06-08,School of Engineering,Aero Space,2.74
208683,Nada,Karim,2000-01-27,School of Science,Physics,2.62
566067,Hana,Abdelrahim,2000-06-26,School of Science,Physics,2.85
996257,Abdullah,Moataz,2001-07-03,School of Business,Finance,2.83
930329,Abdullah,Moahmed,2001-09-22,School of Engineering,Nano Tech,2.71
216236,Ali,Tarek,1999-05-04,School of Computer Science,SWD,3.07
878675,Omar,Abdelsalam,2001-10-29,School of Computer Science,DSAI,3.04
503838,Seif,Moataz,2000-07-23,School of Computer Science,DSAI,2.86
920135,Yahia,Shaaban,2004-07-27,School of Computer Science,IT,3.49
258961,Karim,Tarek,2000-11-10,School of Engineering,CIE,3.96
817472,Hassan,Hendy,2003-04-08,School of Engineering,Aero Space,3.0
184172,Nada,Moataz,2002-03-26,School of Engineering,Renewable,2.76
209916,Khaled,Walid,2000-01-07,School of Computer Science,DSAI,3.71
935297,Mahmoud,Hani,2004-05-18,School of Science,Physics,3.23
264475,Sara,Samir,2004-05-01,School of Engineering,Renewable,3.17
993056,Youssef,Abdulaziz,2001-11-13,School of Business,Finance,3.29
975382,Seif,Tarek,2000-08-23,School of Business,Finance,2.51
482775,Hussein,Tarek,2001-02-17,School of Engineering,Nano Tech,3.72
690320,Abdullah,Shaaban,2000-10-19,School of Engineering,Nano Tech,2.78
916592,Amr,Hatem,2002-08-31,School of Business,Marketing,3.04
205909,Aya,Taha,2001-09-03,School of Computer Science,DSAI,3.01
704137,Rahma,Hendy,2004-12-04,School of Engineering,CIE,3.46
995735,Nouran,Ahmed,2001-09-11,School of Business,Finance,2.81
513686,Seif,Moahmed,2003-09-21,School of Computer Science,SWD,2.67
276434,Abdulaziz,Moahmed,2005-08-06,School of Computer Science,IT,3.86
206974,Lina,Yasser,2001-07-02,School of Science,Bio Medical,3.77
613740,Nada,Abdullah,1999-08-22,School of Engineering,Aero Space,2.75
290863,Abdulaziz,Shaaban,1999-08-17,School of Business,Finance,3.26
551443,Layla,Walid,2005-10-28,School of Business,Finance,2.99
870588,Nour,Moataz,2001-05-30,School of Science,Bio Medical,2.73
964828,Mohamed,Ahmed,2001-12-07,School of Science,Physics,2.66
895624,Nour,Abdulrahman,2001-06-20,School of Business,Management,2.78
318210,Seif,Mostafa,2000-08-29,School of Business,Finance,2.58
275769,Abdullah,Shaaban,2002-11-08,School of Business,Management,2.91
694124,Amr,Ramadan,2004-09-23,School of Business,Management,3.23
303969,Yasser,Samir,1999-10-28,School of Engineering,Nano Tech,2.76
640233,Nada,Abdelsalam,2005-07-01,School of Science,Physics,2.64
282326,Layla,Abdelsalam,2000-06-12,School of Science,Physics,3.6
371109,Hassan,Abdulaziz,2000-12-04,School of Business,Management,2.73
113355,Yahia,Walid,2005-12-22,School of Business,Marketing,3.9
995260,Hussein,Yasser,2001-04-03,School of Business,Management,2.91
611876,Omar,Mostafa,1999-05-26,School of Engineering,Nano Tech,3.08
215287,Amr,Ahmed,2000-12-19,School of Business,Marketing,3.91
515779,Yasser,Ali,2003-10-01,School of Science,Nano,3.87
641069,Yahia,Abdullah,2005-08-06,School of Computer Science,IT,3.54
818380,Ali,Abdullah,2004-05-02,School of Engineering,Nano Tech,3.41
413446,Ahmed,Abdullah,2005-06-28,School of Computer Science,SWD,3.59
646194,Abdulrahman,Moataz,2004-03-21,School of Science,Physics,2.65
787541,Mariam,Moataz,2002-07-15,School of Computer Science,DSAI,2.54
930975,Khaled,Walid,2000-07-13,School of Engineering,CIE,3.97
156737,Karim,Ramadan,1999-02-11,School of Engineering,CIE,3.88
143635,Haneen,Tarek,2001-03-03,School of Business,Marketing,3.86
238663,Yasser,Samir,2004-11-07,School of Engineering,Renewable,2.71
397121,Mazen,Tarek,2005-10-05,School of Engineering,Aero Space,2.85
985606,Abdulrahman,Moataz,2003-01-20,School of Science,Physics,2.75
780501,Hana,Walid,2000-05-05,School of Engineering,CIE,3.4
973615,Hana,Yasser,2000-07-26,School of Computer Science,SWD,2.97
762804,Sara,Mahmoud,2001-09-01,School of Engineering,Aero Space,2.74
850672,Karim,Walid,2001-10-29,School of Business,Finance,2.96
911029,Mark,Moahmed,2003-08-03,School of Engineering,CIE,3.68
214772,Nour,Samir,2000-11-15,School of Business,Finance,3.72
639045,Nada,Mostafa,2005-11-04,School of Science,Physics,3.38
949149,Hassan,Tarek,2002-08-25,School of Business,Finance,3.64
731947,Abdullah,Hatem,2004-08-17,School of Computer Science,SWD,2.61
405400,Aya,Ramadan,2001-09-30,School of Computer Science,SWD,2.94
950227,Mariam,Ali,2004-12-27,School of Business,Marketing,3.36
504886,Mariam,Hatem,2005-08-19,School of Business,Finance,2.94
990672,Mazen,Moahmed,2003-03-06,School of Business,Marketing,3.5
148819,Yasser,Samir,2002-05-27,School of Science,Physics,2.54
711562,Mohamed,Tarek,2003-06-21,School of Engineering,Renewable,3.81
953128,Mariam,Abdullah,2001-01-13,School of Science,Physics,3.62
153540,Rahma,Moataz,2004-08-12,School of Science,Physics,3.45
986737,Hana,Mahmoud,2005-06-25,School of Science,Bio Medical,3.21
580601,Nouran,Mahmoud,2001-10-11,School of Computer Science,IT,3.96
756051,Yasser,Abdelrahim,2001-09-03,School of Business,Marketing,3.45
765178,Youssef,Mahmoud,1999-08-14,School of Science,Nano,3.44
982856,Amr,Yahia,2000-03-17,School of Engineering,Nano Tech,3.67
747080,Mahmoud,Ali,2000-07-03,School of Science,Physics,2.51
286031,Salma,Ahmed,2000-05-06,School of Engineering,CIE,2.7
503629,Ziad,Taha,1999-08-27,School of Business,Management,2.81
816716,Rahma,Hendy,2000-03-29,School of Science,Bio Medical,2.96
652594,Khaled,Yasser,1999-01-24,School of Science,Physics,2.93
275152,Sara,Moataz,1999-05-01,School of Business,Marketing,3.46
264213,Ziad,Yasser,2003-08-05,School of Business,Marketing,3.09
252321,Fatma,Yasser,2002-10-09,School of Computer Science,SWD,3.83
589825,Mohamed,Tarek,2001-12-17,School of Science,Physics,2.7
392032,Abdullah,Hatem,2002-04-30,School of Business,Finance,3.47
